,time_epoch_dice,time_epoch_dice_hd
0,30021653300,25721371400
1,21812460800,25162349900
2,20679914900,24113603000
3,20588113600,23512313500
4,20728493200,23625575700
5,20471501900,23784860100
6,19900908400,23677934000
7,21776126800,23861887900
8,20865172200,24627247700
9,20600852400,24872363400
10,20682445000,24845418900
11,26098216200,24791421300
12,20618980000,24675062000
13,20572960500,24699250500
14,20676785300,24743937900
15,20677985400,24907469500
16,20898587100,24727240500
17,20565461700,24682176200
18,20572828700,28249979300
19,20648242500,25688518100
20,20794445800,24945284300
21,20740566600,24865259100
22,20493507600,25615052500
23,22176189000,24721136800
24,20482243100,24687464900
25,20581677200,25429861900
26,20760965200,24795737300
27,20838415000,24824963200
28,20881022500,24896374500
29,20661727400,24784187700
30,20777058600,24849482600
31,20809038100,26325717000
32,20751153700,24999236400
33,20866726500,33374846000
34,20903833200,24824628100
35,20734855200,24815884100
36,25978890700,24977548300
37,20766076100,25262305400
38,20930313900,24983507100
39,20928471900,26910356400
40,20643855100,24751682300
41,20556131900,24965226300
42,20549609900,24917113200
43,20577043100,24786690700
44,20685531200,24896149900
45,20471017700,24699786400
46,20486955700,24806234900
47,20544948500,24917201900
48,20560361200,25005331100
49,20659576500,25065958300
50,21179055500,25461444200
51,20704573200,25043315800
52,20564742400,26274417400
53,20583706700,25264250200
54,20634295500,25050374400
55,20559713300,24837583900
56,21135017400,24889138300
57,20437303700,24895142900
58,20477085200,24923742800
59,20690788200,24746463100
60,20666380000,27195746200
61,23341109600,24776096900
62,20565289800,25019911400
63,20783078600,24604150500
64,20574777300,24818217700
65,20638711500,25437623500
66,20637024700,24767474400
67,20528130500,24592450200
68,20479644700,24656688400
69,20638662500,24720701200
70,20614769400,24742856400
71,21186361400,24839492300
72,20601914000,24730928500
73,20377945800,24951093500
74,33154378000,24640193100
75,20584340800,24540403900
76,20578303800,24791216100
77,20629905400,24935866200
78,20711863600,24755757400
79,20629330500,24928729300
80,20665118900,24835249700
81,20723644700,27184121800
82,20744067200,24855833700
83,20764887100,26325061900
84,20518026900,24839495200
85,20508152900,25016853600
86,21723179800,24787768700
87,20582148800,24736521500
88,20656386900,24864686700
89,44495933700,24702712600
90,44206606100,24744360900
91,21473681100,25373895100
92,20582236100,24897792800
93,20619521300,24689896300
94,20907995400,24812977200
95,21100412300,24830010200
96,25984801600,24826474400
97,20769840300,24703417300
98,20750787500,25047199800
99,20730699000,26049254200
100,20801790500,25305653000
101,20938619600,24862443600
102,21041709600,26972436100
103,20755046800,24879759200
104,20743529800,26201460400
105,20887679500,24932369400
106,20973465900,24913633500
107,20700598000,24841295200
108,20495472200,24879122400
109,20838424100,24826692200
110,20527327300,24786934600
111,20634909100,25444578900
112,20707189600,29530768400
113,20665479400,25195323900
114,20456469600,26521422700
115,20672920700,24930487600
116,20609805300,24978507300
117,20773004400,24941704400
118,20716372000,25123055900
119,20559054100,25136861600
120,20665286900,25250965300
121,22373520300,25066608000
122,20745096700,25083922000
123,20769364200,24936362900
124,20591157100,24960931900
125,20569543600,24981653200
126,23142988500,24857537200
127,20579867500,24931755100
128,20945381400,25188338200
129,20588493400,24747499700
130,20490351900,24876606500
131,20617641700,25008032400
132,20504993700,24759667000
133,20535413300,29074755000
134,23528495600,24899568000
135,20648973600,26001895600
136,20468472400,24728635400
137,20475056200,25033696500
138,20458169400,24971175300
139,20601626800,25034450700
140,20669030900,24973164500
141,20441754300,24872259200
142,20572080200,24859278100
143,20588564000,24815068300
144,20564311900,25023303800
145,20589665900,25524223500
146,22051919500,24977065200
147,20674638000,25164920600
148,20490914100,24966999300
149,20474336600,24777184000
150,20533039200,24845120000
151,20601531200,24920652200
152,20776700400,24922099000
153,20589242300,24853120700
154,20493590100,28385786700
155,20490215800,24838530500
156,20586408900,24826407400
157,20591885800,24607737300
158,20672649200,24760825700
159,27376230500,24832421400
160,20716089400,24860050700
161,20835087200,24901867100
162,20791466600,24885377100
163,20719280300,24748935900
164,21146877500,24853991000
165,20663448000,24841992700
166,20775038500,26525248900
167,20718709600,24765221300
168,20858285100,24794695300
169,20957460600,24847709300
170,20741392200,25062516400
171,20939258600,24864445700
172,20540162600,24881419700
173,20486930400,25103614600
174,20664643200,24866110400
175,20718694500,25268774100
176,20593416700,25356717100
177,20454173200,24790522400
178,20633193800,24819862000
179,20676269800,24929512800
180,20653803300,24933045300
181,20635346900,24892215500
182,20631915600,24996855600
183,20553735500,24847456300
184,25769058500,24951400000
185,20792531500,28827260200
186,20528910100,24800597600
187,20558049100,24732958000
188,20474674200,24716285800
189,20420088200,24629567900
190,20861634000,24776769000
191,20599859400,24770734500
192,20440523700,24666288400
193,20518808500,24752837400
194,20538610200,24851897500
195,20474372400,24723402000
196,20583485200,24720290800
197,21506885300,26202309100
198,20617927400,24921391700
199,20771547100,24668210000
200,20603569900,26158928300
201,20678910600,24874638500
202,20485353500,24886207900
203,20630757800,24685999300
204,20624457900,24737411100
205,20417377000,24812161600
206,20551556700,29279655800
207,20555745200,24968452500
208,20632005300,24576528800
209,22689944100,24801803300
210,20508993700,24733829900
211,20446944300,24761673700
212,21435153700,24742367900
213,20643734300,24705027300
214,20488083600,24989403500
215,20386171700,24820266300
216,20450233700,24874122700
217,20546260300,24899730600
218,20519788900,26003419800
219,20495029900,25105348800
220,20594444000,24771515400
221,20665102900,24770218700
222,24225217200,24629280400
223,20674866700,24879303600
224,20628408900,24922619700
225,20756226800,24924903800
226,21458991400,24864411700
227,21007580500,38080945600
228,21254491000,26299733700
229,20864792800,24878416100
230,20814313600,24829760500
231,20715783400,24852430300
232,20921184500,25175533300
233,29329723200,24959020500
234,24774010100,24947410300
235,20910317200,25076748000
236,20916577000,24897708000
237,21413196700,24836971200
238,20944141500,24948292500
239,20819207800,25147041100
240,20882588100,24894766800
241,20834683800,24896840800
242,20772972000,25075312000
243,20887244300,24890591000
244,20953013100,24980286400
245,20958515900,25006704600
246,20688989800,24817867200
247,21475317700,25021851100
248,20949795300,27627912700
249,20702801300,26065596000
